OBJECTID,gridcode,Stratum,Area_KM2,lon_centroid,lat_centroid,Shape_Length,Shape_Area,lon,lat
6829,78325624,70,12.698320705223649,-796271.683303118683398,1557060.255760687403381,0.210372093491030,0.002257482752107,-169.971163516660198,63.117036513434542
6830,59554200,70,0.942607194844136,-793903.001098080188967,1555834.835169864119962,0.074473038800345,0.000167528428497,-169.919676116043831,63.111426759915602
6831,21631606,71,2.963763682520046,-731814.214988257153891,1556770.888928080908954,0.122012491557973,0.000529097954187,-168.720730841174856,63.246632587813203
6832,48132632,71,13.719616000000000,-729478.206900000572205,1557155.775399999693036,0.217321498214955,0.002450351954713,-168.676940588251682,63.254580072463384
6833,33319338,71,13.719616000000000,-725774.206900000572205,1557155.775399999693036,0.217332280559695,0.002450963963097,-168.604802456550317,63.261829113698511
6834,3813835,71,13.719616000000000,-722070.206900000572205,1557155.775399999693036,0.217342922139829,0.002451573392120,-168.532629276314822,63.269043050939878
6835,42729960,71,13.719616000000000,-718366.206900000572205,1557155.775399999693036,0.217353422974579,0.002452180195627,-168.460421192928436,63.276221857868435
6836,56736648,71,13.719616000000000,-714662.206900000572205,1557155.775399999693036,0.217363783035630,0.002452784327851,-168.388178351962324,63.283365508552173
6837,50604332,71,13.719616000000000,-710958.206900000572205,1557155.775399999693036,0.217374003256650,0.002453385807590,-168.315900898624506,63.290473977312352
6838,41785852,71,13.719616000000000,-707254.206900000572205,1557155.775399999693036,0.217384083107943,0.002453984631726,-168.243588980352115,63.297547238226159
6839,32817230,71,13.719616000000000,-703550.206900000572205,1557155.775399999693036,0.217394028027417,0.002454580838454,-168.171242744046197,63.304585265646239
6840,6068612,71,13.719616000000000,-699846.206900000572205,1557155.775399999693036,0.217403836231639,0.002455174364699,-168.098862336592077,63.311588033754205
6841,23535878,71,13.719616000000000,-696142.206900000572205,1557155.775399999693036,0.217413506069047,0.002455765184140,-168.026447906003682,63.318555517720860
6842,35081532,71,13.719616000000000,-692438.206900000572205,1557155.775399999693036,0.217423043957691,0.002456353400505,-167.953999600358941,63.325487691875743
6843,92097744,71,13.719616000000000,-688734.206900000572205,1557155.775399999693036,0.217432446370695,0.002456938911964,-167.881517569191686,63.332384530684898
6844,69445000,71,13.719616000000000,-685030.206900000572205,1557155.775399999693036,0.217441715686753,0.002457521701672,-167.809001961151012,63.339246009068063
6845,96075352,71,13.719616000000000,-681326.206900000572205,1557155.775399999693036,0.217450854250395,0.002458101863331,-167.736452925860675,63.346072101991382
